Year,Quarter,Region,Model,Units Delivered,Average Price (USD),Production Delay (Days),Battery Type,Drive Type,Color,Range (KM),Charging Time (Min),Efficiency (kWh/100km),CO2 Saved (Tons),Avg Customer Rating,Warranty (Years),Number of Recalls,Software Version,Autopilot Enabled,Total Miles Driven,Update Frequency (Per Year),Battery Replacement Rate,Service Visits (Per Year),Resale Value (%)
2020,Q3,South America,Semi,4512,108636.07,19,Long Range,AWD,Blue,369,39,22.46,7487.97,4.9,6,2,2020.6,True,983221,11,0.0574,1.73,65.62
2012,Q4,Australia,Model Y,1639,39341.83,57,Performance,AWD,White,467,31,14.95,2720.44,3.81,8,3,2023.1,False,1283548,11,0.0544,0.77,67.02
2016,Q1,Europe,Semi,3727,84974.83,6,Standard,AWD,White,462,88,15.98,7101.8,4.28,6,0,2022.2,False,1549569,9,0.0348,0.77,63.86
2013,Q1,Asia,Model X,2274,61353.25,58,Performance,RWD,Red,424,73,16.58,2990.93,3.61,4,3,2024.2,True,4250324,3,0.0322,1.46,80.35
2023,Q4,Europe,Model S,2793,114907.07,45,Long Range,RWD,Red,578,42,23.38,2356.94,3.96,5,1,2022.1,False,2645072,2,0.0192,0.65,76.67
2018,Q2,Asia,Model 3,3326,40894.83,21,Long Range,AWD,Red,430,68,13.19,3251.65,4.87,8,3,2023.8,False,2996045,8,0.0364,2.29,89.01
2020,Q2,Australia,Model 3,1739,99908.91,9,Standard,RWD,Silver,398,56,19.09,2103.03,3.63,4,3,2020.2,False,3291069,3,0.0935,1.44,88.9
2024,Q2,Australia,Semi,1921,110650.73,8,Long Range,RWD,Blue,625,79,15.77,2131.65,4.53,8,2,2021.6,True,4362823,10,0.0761,0.98,83.22
2022,Q2,South America,Model Y,4729,71707.78,40,Performance,RWD,Green,693,58,21.13,7004.85,4.92,5,3,2021.5,True,1489941,12,0.0178,0.96,69.17
2012,Q4,North America,Cybertruck,3350,93240.9,41,Long Range,RWD,Red,533,55,20.06,7779.96,4.87,6,2,2020.6,False,3107504,12,0.0571,1.26,87.19
2018,Q1,Europe,Model X,1872,88433.75,33,Performance,AWD,Black,523,65,24.17,1630.15,4.8,5,0,2024.8,False,4087319,8,0.0143,1.97,61.75
2014,Q3,North America,Model X,1249,93898.75,26,Long Range,RWD,Black,566,34,23.45,761.4,4.11,5,0,2020.8,True,2663360,9,0.091,2.29,89.15
2012,Q3,Europe,Model S,1834,87421.77,30,Performance,AWD,Blue,495,60,17.51,3826.57,4.4,5,3,2023.12,False,1655553,6,0.0795,0.85,67.71
2019,Q3,North America,Model 3,4463,91704.44,40,Long Range,AWD,Black,608,39,18.12,3174.18,3.92,8,3,2024.10,False,4336336,3,0.0625,1.89,61.12
2023,Q1,Europe,Model Y,2892,69143.64,5,Performance,AWD,White,368,65,18.1,6265.56,3.78,6,3,2024.5,True,353335,8,0.0866,1.05,62.23
2018,Q3,Australia,Cybertruck,1641,88458.92,48,Performance,RWD,White,385,89,15.19,1924.19,3.67,5,0,2023.9,False,2611419,9,0.079,0.52,72.61
2021,Q4,Europe,Model S,1286,91389.65,12,Long Range,AWD,Blue,365,55,17.45,1270.86,4.34,5,3,2024.10,False,3347393,4,0.0944,1.16,85.88
2017,Q1,Europe,Cybertruck,206,61470.38,34,Performance,RWD,Black,632,52,23.07,485.42,3.71,4,2,2020.1,False,2750938,3,0.0772,2.4,81.98
2022,Q4,Australia,Model S,3108,82273.11,2,Performance,RWD,Silver,430,71,16.13,5154.22,4.94,4,2,2024.11,True,1467972,4,0.0952,2.15,61.68
2013,Q1,Australia,Cybertruck,3248,69202.04,42,Standard,AWD,Silver,661,72,24.28,2805.92,4.82,4,2,2024.9,False,3034870,8,0.0874,1.68,85.58
2023,Q4,South America,Model S,3046,119248.67,43,Performance,AWD,Blue,394,77,22.37,3447.65,4.34,5,3,2023.11,False,2489972,11,0.0277,1.43,68.46
2012,Q2,Asia,Semi,1210,71568.49,60,Long Range,RWD,White,552,57,21.78,2702.15,3.66,6,2,2023.9,True,3531440,2,0.0637,1.27,80.15
2017,Q4,South America,Model Y,3554,70488.7,48,Performance,AWD,Blue,628,40,21.11,6203.51,4.78,6,3,2021.1,False,2552528,10,0.0747,0.8,77.96
2023,Q2,Australia,Model 3,152,44505.33,37,Performance,RWD,Silver,649,49,17.74,189.38,4.67,5,0,2023.5,False,3384669,7,0.06,2.32,76.38
2016,Q2,South America,Model Y,4654,60146.22,19,Standard,AWD,Green,550,86,19.27,3316.91,3.96,8,2,2022.12,False,1752600,10,0.0878,1.18,72.72
2019,Q4,Europe,Cybertruck,708,64220.47,27,Standard,AWD,Green,360,38,24.87,1241.99,4.79,8,3,2021.10,True,3407559,12,0.0799,1.07,78.07
2015,Q4,Australia,Cybertruck,3849,92781.92,24,Long Range,RWD,White,605,36,19.4,8399.7,4.51,8,2,2021.5,True,4973331,8,0.0197,1.77,87.15
2021,Q4,Asia,Model S,763,103288.47,20,Long Range,AWD,White,493,33,17.95,614.01,3.55,4,3,2021.7,False,3620630,9,0.0246,2.05,83.64
2020,Q2,Europe,Model 3,1506,67238.87,13,Long Range,AWD,Red,639,56,22.56,1278.05,3.79,4,1,2020.1,False,4065511,10,0.072,1.4,72.66
2013,Q3,Australia,Cybertruck,756,89262.08,46,Performance,RWD,Red,387,40,20.42,1809.77,3.82,6,2,2022.2,False,2412588,8,0.0125,1.87,70.54
2012,Q4,Australia,Model X,1408,81635.23,57,Standard,AWD,Red,483,50,17.49,2660.92,4.26,8,2,2024.3,True,1370987,4,0.0879,2.45,60.55
2018,Q3,South America,Model Y,3750,60992.25,7,Long Range,RWD,Black,676,33,14.0,6812.15,3.5,6,1,2020.12,False,4709124,9,0.0863,0.85,87.73
2012,Q3,Australia,Model Y,4350,119518.67,41,Standard,AWD,Blue,662,54,14.7,2875.96,4.15,4,1,2021.1,False,3367998,7,0.0557,2.46,71.92
2017,Q1,North America,Model Y,3450,65427.05,52,Performance,AWD,Black,566,81,17.89,2854.49,4.64,5,0,2024.7,True,331315,4,0.019,2.22,81.27
2017,Q1,South America,Model Y,1985,86193.91,16,Long Range,AWD,White,621,65,13.86,2048.92,3.51,5,2,2023.5,True,4029363,11,0.0721,1.1,66.23
2016,Q3,North America,Semi,3876,104929.37,24,Long Range,RWD,Red,657,55,15.23,3662.96,4.98,5,1,2024.6,True,1060775,12,0.0956,1.67,84.3
2013,Q1,Europe,Model 3,888,68326.01,54,Performance,AWD,Silver,585,39,17.54,1289.35,3.55,6,0,2020.10,True,4497008,10,0.0293,1.86,78.08
2016,Q3,South America,Model S,3283,91559.31,30,Standard,AWD,Silver,474,30,16.25,6760.34,3.55,6,0,2022.3,False,2006456,3,0.017,1.6,86.32
2017,Q4,Australia,Model 3,1571,58342.04,10,Performance,RWD,White,362,74,15.98,3444.47,3.97,4,0,2024.6,True,1438907,4,0.0338,0.86,86.26
2016,Q3,North America,Semi,3326,71730.47,57,Standard,RWD,Silver,672,41,21.32,2556.21,4.81,8,3,2022.9,False,652516,10,0.0269,2.38,65.04
2024,Q3,South America,Model S,2463,53647.01,51,Standard,AWD,Green,597,40,16.35,3090.78,3.59,6,0,2024.3,True,4522231,12,0.0134,1.33,84.23
2019,Q1,South America,Model Y,959,51976.67,14,Performance,RWD,Blue,450,39,24.79,776.75,3.59,6,3,2020.12,True,3713857,7,0.0612,1.25,65.6
2019,Q1,Australia,Semi,1580,102105.98,30,Performance,AWD,Silver,350,74,16.14,2150.26,4.36,4,0,2023.3,True,2011812,9,0.0146,1.9,81.72
2018,Q4,North America,Model Y,3941,50375.83,31,Standard,AWD,Black,499,35,13.45,3275.97,3.74,4,1,2020.9,True,1665694,2,0.0788,2.43,77.36
2016,Q2,North America,Cybertruck,1997,80552.71,53,Long Range,AWD,White,476,35,21.13,3821.47,4.27,5,1,2020.8,True,768348,5,0.0629,0.79,76.23
2019,Q2,South America,Model Y,3829,41191.92,58,Performance,AWD,White,422,84,15.79,5506.34,4.1,4,0,2020.12,False,3949518,11,0.0484,0.81,73.82
2019,Q1,South America,Model Y,4390,101549.67,9,Long Range,AWD,Silver,666,34,15.26,6791.07,4.78,4,1,2020.12,False,2290716,6,0.0583,1.79,84.26
2013,Q3,Asia,Model X,1446,92043.35,13,Long Range,RWD,Red,439,53,21.61,2610.25,4.93,6,0,2020.9,True,967621,9,0.0186,0.5,75.7
2019,Q3,South America,Model X,2043,41816.45,38,Performance,RWD,White,695,82,17.76,1066.92,4.62,5,2,2022.8,False,4281089,7,0.0313,1.52,89.63
2013,Q4,Australia,Cybertruck,1890,66328.94,8,Long Range,RWD,Silver,390,81,23.12,1368.25,4.77,4,3,2021.2,False,2242865,6,0.0479,2.04,66.05
2018,Q1,Asia,Semi,650,68007.86,39,Standard,AWD,Blue,374,70,16.25,686.59,3.67,8,2,2024.3,True,309521,8,0.0725,1.35,85.5
2021,Q1,North America,Model Y,2275,101450.33,55,Long Range,AWD,White,432,47,23.3,4974.51,4.88,4,1,2020.7,False,4190365,5,0.0719,0.55,75.87
2017,Q2,Asia,Cybertruck,4671,82596.19,10,Performance,RWD,Black,518,72,20.23,10727.08,4.74,6,0,2021.4,True,680330,8,0.0769,1.25,68.05
2014,Q2,Europe,Model X,3452,83191.54,22,Long Range,AWD,Blue,665,61,19.62,7194.32,4.49,8,3,2023.3,True,2683846,5,0.0932,2.49,85.68
2020,Q3,Europe,Model Y,960,97671.96,46,Performance,RWD,White,563,48,24.15,1170.0,3.83,5,2,2020.4,False,4184770,8,0.0942,1.3,82.24
2023,Q3,Asia,Model S,3472,68409.91,38,Performance,RWD,Black,524,43,14.94,3047.19,4.37,4,0,2020.2,False,1566800,3,0.0686,1.64,81.81
2023,Q1,Europe,Model S,289,103875.64,27,Performance,RWD,Blue,434,72,15.44,392.36,3.68,4,0,2024.7,True,4978599,3,0.0896,0.99,84.84
2023,Q4,Asia,Model S,3434,85373.42,60,Performance,AWD,White,388,62,22.83,2035.78,4.47,8,1,2022.1,True,1114555,10,0.0807,1.1,73.8
2016,Q1,Australia,Model 3,1545,49025.76,33,Long Range,RWD,Blue,464,82,24.48,2077.65,4.74,4,1,2021.6,True,878027,9,0.0668,1.82,89.99
2013,Q1,South America,Model 3,4429,83783.86,15,Standard,RWD,Red,360,39,18.44,7621.71,4.03,4,2,2023.11,False,530174,7,0.0439,0.99,87.08
2012,Q3,Australia,Cybertruck,3739,69337.95,32,Performance,RWD,Green,486,42,16.13,6679.2,4.7,6,2,2024.3,False,2270068,8,0.0856,2.43,85.43
2015,Q2,Europe,Model S,392,53931.78,0,Long Range,RWD,Red,545,72,17.86,887.09,3.85,5,2,2021.12,True,1113952,4,0.067,2.11,84.11
2021,Q3,North America,Model S,939,42630.52,37,Long Range,AWD,Red,599,72,21.67,661.26,4.24,6,0,2022.7,False,3590528,8,0.0686,1.4,74.81
2022,Q3,Europe,Semi,3939,51586.54,59,Long Range,RWD,Red,480,45,17.48,3855.46,3.98,6,3,2021.3,True,4591475,6,0.0512,2.35,71.61
2012,Q4,Asia,Cybertruck,61,83921.61,58,Standard,AWD,Blue,405,68,15.72,98.2,4.05,6,0,2024.6,False,575783,2,0.038,1.52,78.16
2018,Q3,Australia,Model S,4572,56251.7,36,Long Range,RWD,Green,489,68,23.3,10570.93,4.62,8,3,2022.6,False,657816,4,0.0321,0.53,89.51
2024,Q3,Europe,Model 3,265,109996.98,1,Performance,AWD,White,363,60,18.17,447.1,4.72,5,0,2020.3,True,3950478,4,0.0799,0.58,69.02
2016,Q2,Europe,Model S,4291,113554.77,19,Standard,RWD,Blue,583,76,19.14,3956.35,3.67,5,3,2021.4,True,3933265,5,0.0384,0.7,66.36
2023,Q1,South America,Model Y,3870,56594.91,31,Performance,RWD,Black,699,53,23.89,3197.07,4.3,5,2,2022.11,False,1105991,7,0.0343,2.44,67.44
2012,Q3,Europe,Cybertruck,4089,45808.19,18,Standard,AWD,Silver,612,48,19.7,5351.55,3.55,6,0,2022.5,True,3143307,2,0.0611,1.85,77.37
2015,Q4,Asia,Semi,4029,83787.78,3,Standard,RWD,White,358,63,19.55,9008.24,3.8,6,2,2022.5,False,156602,12,0.0389,1.91,79.36
2021,Q4,Asia,Model 3,4003,38902.75,55,Long Range,RWD,Blue,607,86,13.74,6427.03,4.92,8,1,2022.1,False,920159,10,0.0313,1.12,60.9
2019,Q3,Asia,Model X,4067,92506.98,7,Long Range,AWD,Silver,523,31,15.88,3670.18,4.36,8,1,2022.1,True,960823,3,0.0126,1.19,82.57
2020,Q1,Asia,Model Y,265,68542.6,12,Long Range,AWD,Red,667,57,17.93,364.12,4.89,6,0,2023.7,True,3235573,7,0.0544,2.43,85.49
2021,Q1,Asia,Model X,2806,89198.74,12,Long Range,AWD,Black,448,35,20.21,4921.18,4.68,4,1,2020.12,True,4758314,3,0.0206,2.43,61.22
2020,Q4,Australia,Model 3,4540,37218.09,2,Long Range,RWD,Silver,657,80,22.86,3124.11,4.36,8,3,2020.12,False,3334371,8,0.0558,1.51,87.93
2015,Q1,Australia,Model X,316,85779.75,13,Standard,AWD,Green,442,61,14.68,343.44,4.62,4,2,2020.6,False,1771351,11,0.0307,1.25,78.65
2021,Q3,Australia,Semi,2058,78796.57,18,Standard,RWD,Black,599,41,24.76,3999.35,3.52,6,1,2022.9,False,4890378,8,0.0238,0.54,66.13
2015,Q1,Europe,Model S,964,112591.7,38,Standard,RWD,Green,624,87,23.35,598.72,3.67,5,2,2022.12,False,3149006,7,0.0144,0.69,76.32
2023,Q4,Australia,Model S,2514,48533.55,50,Long Range,AWD,White,506,44,17.94,3657.75,4.56,6,0,2020.1,True,547601,12,0.0899,1.79,71.79
2016,Q1,Europe,Model X,4875,75508.03,54,Performance,RWD,Blue,486,38,17.46,7231.15,4.62,4,3,2023.10,True,156062,7,0.0798,1.38,89.74
2018,Q3,Australia,Model 3,1756,77216.01,16,Standard,RWD,Silver,633,68,13.89,1090.57,4.64,4,0,2021.5,True,286093,3,0.0823,1.4,71.27
2012,Q4,Australia,Model 3,3107,91933.23,23,Long Range,RWD,White,502,37,14.17,6101.44,3.97,6,1,2020.8,True,4179425,6,0.0792,2.5,64.46
2023,Q3,North America,Semi,2403,118521.69,30,Performance,AWD,Black,571,60,14.33,1538.37,4.13,6,0,2021.7,True,4555270,4,0.0506,1.69,62.6
2017,Q3,North America,Cybertruck,3864,55336.33,48,Standard,AWD,Red,658,89,19.26,2290.89,4.78,5,2,2021.10,False,1407422,9,0.0154,1.73,78.81
2015,Q3,Asia,Model X,3243,109712.63,51,Performance,RWD,Blue,483,60,16.09,4433.39,4.01,4,1,2020.2,True,690043,7,0.0214,0.83,62.22
2022,Q1,Asia,Cybertruck,2961,114701.65,34,Standard,AWD,Black,567,81,24.7,4802.13,4.12,4,1,2021.3,True,3215840,3,0.0164,1.81,69.86
2014,Q2,Asia,Semi,2216,83906.98,50,Long Range,RWD,Blue,359,43,13.96,2890.23,4.49,4,0,2021.3,False,4041169,2,0.0865,0.88,75.33
2016,Q1,Asia,Model 3,1875,72309.75,28,Long Range,RWD,Green,490,83,22.1,4174.82,3.68,8,1,2021.1,True,3509766,7,0.0728,1.02,75.23
2018,Q3,Australia,Cybertruck,790,116464.74,23,Performance,AWD,Blue,550,89,24.67,1805.71,4.03,4,3,2021.9,False,2201791,4,0.0169,0.93,61.59
2013,Q4,North America,Model X,4012,112449.86,10,Standard,AWD,Silver,495,51,15.41,2798.85,4.11,6,0,2023.5,False,926142,10,0.0696,2.06,68.04
2012,Q1,South America,Model X,1891,79006.89,51,Standard,RWD,Black,359,79,24.8,2708.65,4.42,4,0,2024.8,False,2861040,11,0.0726,0.95,63.16
2019,Q1,South America,Model Y,4304,97993.37,21,Long Range,RWD,Green,649,89,21.17,5786.91,4.23,8,2,2023.8,True,4925887,10,0.0909,1.36,84.36
2020,Q3,North America,Semi,3535,81785.31,1,Standard,RWD,Black,685,63,17.39,6094.07,4.71,4,2,2022.12,True,3184494,2,0.0459,2.07,76.73
2013,Q1,South America,Cybertruck,796,41840.71,43,Long Range,RWD,Black,489,62,24.86,1288.72,3.98,6,3,2023.8,False,3942186,12,0.019,2.4,77.14
2016,Q1,Europe,Model 3,818,118957.69,12,Performance,RWD,Black,547,65,15.36,1479.09,4.51,6,3,2020.4,False,3992157,2,0.0141,1.34,89.37
2017,Q1,Europe,Model 3,2269,110184.87,60,Standard,AWD,Black,615,78,18.34,5373.89,4.42,5,0,2021.9,True,2578783,9,0.0453,2.15,68.25
2021,Q4,Europe,Semi,3511,47258.0,36,Standard,AWD,White,640,80,24.96,4262.01,4.16,5,0,2020.12,False,1771681,4,0.0744,0.76,84.06
2024,Q1,Australia,Model Y,3842,66331.15,17,Performance,AWD,White,645,61,15.57,2048.13,4.19,5,3,2022.6,True,4349768,10,0.0283,1.94,76.82
2014,Q3,South America,Model S,3671,113467.74,3,Long Range,RWD,Blue,426,67,16.58,5109.63,4.43,4,0,2023.4,False,4487475,2,0.0132,2.01,73.42
2012,Q2,South America,Cybertruck,4610,95385.16,13,Performance,RWD,Silver,599,30,22.2,10984.71,4.16,4,0,2022.11,True,2617978,12,0.0256,1.03,67.46
2012,Q2,South America,Cybertruck,1828,103956.26,6,Standard,AWD,Blue,591,71,23.24,3900.42,3.55,5,2,2022.3,False,300959,11,0.0563,0.72,85.88
2013,Q1,Europe,Model X,1590,37493.54,29,Standard,RWD,Silver,631,71,15.61,928.26,4.0,6,2,2020.9,True,4244570,12,0.0422,2.28,76.34
2023,Q4,South America,Model X,4591,43229.38,31,Long Range,RWD,Blue,685,58,16.1,10376.22,3.76,5,3,2022.3,False,169787,6,0.0467,2.42,62.81
2023,Q4,Asia,Model 3,3219,65754.68,52,Performance,RWD,Red,558,57,22.52,7482.9,3.9,4,0,2020.7,True,943230,4,0.082,1.04,85.5
2013,Q1,North America,Semi,3404,39486.25,25,Standard,AWD,Red,649,90,22.79,5857.72,4.87,5,3,2021.2,False,4806044,6,0.0522,1.96,64.69
2018,Q2,North America,Model X,605,103449.41,58,Performance,AWD,White,481,43,15.18,734.83,4.85,6,0,2022.7,False,2494016,4,0.0954,2.12,82.35
2023,Q4,Europe,Model X,3801,112132.72,8,Long Range,AWD,Red,618,85,19.67,5631.66,4.15,4,2,2022.7,True,245392,5,0.0499,2.36,81.94
2019,Q1,South America,Cybertruck,674,91694.48,43,Long Range,AWD,White,425,84,20.52,679.73,4.93,4,2,2020.8,True,2037593,8,0.0697,2.14,77.93
2021,Q1,Australia,Model S,1620,78997.31,14,Performance,RWD,Black,586,37,23.21,1523.47,3.9,6,3,2020.7,False,4872205,4,0.0215,0.76,80.86
2024,Q1,Australia,Semi,2432,39212.75,1,Long Range,RWD,Black,484,37,16.19,4315.18,4.68,6,3,2022.7,False,1930449,11,0.0533,2.13,61.26
2013,Q2,North America,Model Y,1748,55485.47,59,Long Range,RWD,Green,646,69,21.55,3040.14,4.4,6,3,2023.6,False,2451471,8,0.0694,1.49,71.9
2019,Q3,South America,Semi,810,53677.96,44,Performance,AWD,Blue,649,78,24.83,1581.67,3.92,4,1,2021.5,True,1453978,3,0.0481,1.9,82.29
2015,Q2,Asia,Semi,2400,93750.51,8,Standard,RWD,Blue,398,30,13.2,3946.53,3.79,4,0,2022.9,True,4802218,5,0.048,0.65,68.78
2021,Q1,Asia,Cybertruck,751,80639.05,14,Long Range,RWD,White,454,69,18.49,1504.62,3.55,8,1,2022.2,True,4654375,2,0.0548,0.57,87.05
2017,Q1,Europe,Model X,2281,111745.31,23,Standard,AWD,Blue,490,32,14.51,4326.87,4.84,5,1,2020.11,False,2795394,2,0.0949,2.48,62.99
2024,Q1,Asia,Model X,4746,65326.8,39,Performance,RWD,Silver,438,88,16.22,8140.22,4.16,8,3,2022.6,True,3279941,2,0.0206,0.67,79.38
2024,Q1,Europe,Model 3,4538,38759.54,15,Standard,RWD,Black,625,42,17.76,10223.34,3.9,4,3,2024.3,True,3609961,7,0.0166,2.17,89.61
2013,Q1,North America,Model X,3395,82008.16,60,Standard,RWD,Red,410,61,15.81,1795.84,3.68,5,2,2022.1,True,3141064,7,0.0664,1.7,87.81
2015,Q1,Europe,Semi,928,47904.49,12,Standard,AWD,White,451,46,21.5,1171.49,4.55,5,0,2021.12,False,1595979,3,0.0401,1.68,88.63
2016,Q1,Australia,Model S,679,106364.36,18,Long Range,AWD,Green,417,30,17.12,1677.66,3.91,6,2,2023.6,True,1778487,8,0.0917,0.56,68.89
2013,Q2,Europe,Model X,1979,52944.67,44,Standard,RWD,Silver,490,34,23.45,2375.37,4.25,4,3,2022.7,False,4590367,4,0.0402,1.16,75.32
2015,Q4,South America,Semi,3127,42498.67,12,Performance,RWD,Silver,599,69,13.03,3677.81,4.22,5,0,2024.1,False,1167930,11,0.0325,1.87,75.87
2018,Q2,Australia,Model Y,3358,72568.31,6,Standard,RWD,Green,441,74,19.23,3338.13,4.32,8,2,2022.8,True,1089319,12,0.0172,0.67,65.91
2023,Q3,South America,Semi,1613,111122.4,14,Performance,RWD,Black,577,40,19.14,3210.84,3.72,4,2,2023.6,False,215250,6,0.0148,1.61,73.94
2016,Q4,Australia,Model S,3200,58849.38,5,Standard,AWD,White,605,63,24.71,2614.2,4.77,5,2,2022.3,True,2827219,2,0.0465,1.53,66.46
2021,Q2,South America,Model 3,3239,37253.33,44,Standard,RWD,Black,627,75,14.77,5637.07,4.4,6,3,2024.11,False,2437152,7,0.0811,2.11,72.59
2022,Q1,Europe,Semi,1047,90167.9,53,Performance,RWD,Silver,547,53,19.99,1517.77,4.74,6,0,2021.10,False,2573291,7,0.0974,1.07,85.03
2014,Q4,Australia,Model S,4686,97318.12,22,Performance,AWD,Green,412,69,21.99,4810.59,4.74,5,3,2022.5,False,4048732,4,0.0621,0.74,75.07
2016,Q3,North America,Semi,1002,102774.64,28,Performance,AWD,Silver,440,42,14.06,1686.41,4.07,8,1,2022.9,True,4429730,6,0.0719,2.33,65.12
2019,Q1,South America,Model S,2217,65692.46,39,Standard,AWD,Silver,661,66,17.47,1823.17,4.45,8,2,2022.8,False,3654387,5,0.0452,0.75,75.11
2024,Q4,North America,Model X,3807,38589.06,10,Standard,RWD,Red,685,74,14.96,2075.74,4.68,5,0,2021.1,True,3188088,10,0.0208,0.98,83.12
2021,Q4,South America,Semi,2761,42051.86,50,Performance,RWD,Green,443,74,16.17,2207.92,3.55,6,3,2021.4,False,631814,11,0.0989,1.75,84.1
2017,Q3,Europe,Model 3,4967,48248.1,28,Long Range,AWD,Black,536,70,20.02,7960.74,4.03,6,2,2022.3,True,419100,7,0.0365,2.45,81.75
2019,Q2,South America,Model S,1572,86034.32,42,Performance,RWD,Blue,472,45,20.82,2911.84,4.53,8,0,2023.12,True,1325733,5,0.0146,1.75,73.21
2021,Q3,Asia,Model Y,3573,51058.39,38,Long Range,AWD,Blue,561,38,13.85,4272.83,4.13,8,2,2024.12,False,1820836,9,0.0354,1.48,67.1
2012,Q2,Australia,Model Y,2043,116241.7,33,Long Range,AWD,Black,547,70,19.14,4403.92,4.52,6,2,2020.6,True,659939,10,0.0664,1.31,76.39
2014,Q2,South America,Cybertruck,3892,68172.65,7,Long Range,AWD,Blue,489,86,18.01,2027.31,4.82,4,0,2022.9,True,4530341,9,0.0125,0.97,62.66
2013,Q3,South America,Model Y,2163,63789.11,54,Standard,RWD,Red,568,47,24.38,5394.5,3.58,8,0,2021.11,False,2018850,6,0.0971,0.71,69.75
2017,Q3,Europe,Model X,296,102242.11,60,Long Range,AWD,Red,408,53,19.63,215.8,4.89,5,2,2021.2,True,3737386,12,0.0658,1.77,85.17
2013,Q3,Europe,Model 3,1730,57346.06,50,Standard,RWD,Red,595,80,13.9,3431.48,3.83,8,3,2023.1,True,3321580,2,0.0485,2.36,81.51
2012,Q4,Asia,Model S,2956,43116.72,34,Standard,AWD,Silver,491,31,22.93,5884.37,4.49,6,0,2023.10,True,2393585,5,0.0921,2.49,86.64
2015,Q3,Europe,Model S,3773,51162.72,9,Long Range,RWD,Red,529,87,21.03,3065.97,3.94,4,0,2021.5,True,2562361,10,0.0841,0.71,72.44
2020,Q2,Australia,Model X,4469,94128.81,20,Performance,AWD,Blue,472,64,15.46,10842.9,4.48,8,2,2023.1,False,2351306,7,0.078,1.52,85.44
2019,Q1,South America,Model 3,710,87658.28,31,Performance,RWD,White,639,36,15.17,1252.64,4.39,6,2,2024.5,True,141517,9,0.0687,1.61,69.87
2020,Q3,Asia,Cybertruck,557,97488.08,10,Standard,AWD,Blue,592,37,23.54,1152.25,4.48,6,0,2021.9,False,209835,3,0.0999,1.52,73.34
2021,Q1,North America,Cybertruck,645,101732.78,57,Performance,AWD,Green,681,78,15.63,1003.67,3.67,4,2,2023.1,False,2424962,6,0.033,2.21,66.91
2022,Q2,Asia,Model Y,3899,46379.21,52,Performance,AWD,Silver,698,80,16.98,9421.28,3.63,6,2,2021.7,False,4506854,12,0.0942,0.64,70.24
2013,Q3,Australia,Model 3,139,107250.6,0,Performance,RWD,Green,565,49,21.94,99.19,3.86,8,1,2021.3,False,2834124,8,0.081,2.43,80.55
2013,Q3,South America,Model 3,2958,59423.97,35,Standard,AWD,Green,602,42,14.72,3941.18,4.89,4,0,2021.8,False,3885836,5,0.018,0.52,65.1
2017,Q2,Australia,Semi,2658,107933.69,37,Standard,AWD,White,628,50,14.37,6605.62,4.5,6,2,2020.11,True,4251358,6,0.093,1.36,85.52
2014,Q2,South America,Model Y,4324,80595.16,5,Standard,AWD,Red,374,58,17.53,8843.22,4.52,6,2,2022.9,False,478136,6,0.023,0.95,73.14
2019,Q4,South America,Semi,3379,75673.5,15,Standard,RWD,White,650,55,17.59,7768.54,4.89,4,1,2024.11,False,1901118,9,0.0855,0.92,60.85
2019,Q1,Europe,Model S,3351,107452.23,47,Long Range,AWD,Silver,546,73,23.76,5177.02,4.65,5,3,2021.5,True,4491836,11,0.0882,1.81,67.97
2018,Q3,Asia,Model X,3278,105030.63,40,Performance,RWD,Silver,619,66,16.98,4958.72,4.41,5,1,2020.10,True,2024732,5,0.076,2.34,68.92
2013,Q4,South America,Model X,1772,60470.23,44,Performance,RWD,Blue,478,85,17.2,936.12,3.97,5,2,2020.5,False,909836,8,0.0939,0.68,81.74
2023,Q4,Asia,Model S,4038,39672.44,3,Standard,AWD,Blue,650,31,16.09,8771.44,4.16,5,0,2021.12,True,3670915,12,0.0455,1.25,80.23
2020,Q1,South America,Model X,3480,85446.81,0,Standard,AWD,Green,604,33,19.01,5268.05,3.52,5,2,2021.1,False,2864091,5,0.0116,2.01,88.21
2019,Q4,Europe,Model 3,3156,105940.4,27,Long Range,RWD,Black,492,69,16.78,7011.4,4.54,8,0,2020.12,False,400329,2,0.0576,2.08,69.68
2016,Q1,Asia,Semi,3235,64762.67,27,Long Range,AWD,Red,423,58,13.78,5517.78,4.78,5,3,2020.8,True,4405218,8,0.0523,1.83,72.91
2015,Q4,Europe,Model S,604,100601.05,16,Performance,RWD,White,586,35,15.96,463.96,3.99,4,3,2021.5,True,2013596,2,0.0859,1.11,89.05
2015,Q4,Europe,Model X,3252,83204.26,42,Long Range,AWD,Green,679,76,20.23,6021.62,3.51,4,3,2023.3,False,127774,6,0.093,1.26,60.83
2013,Q1,Australia,Semi,583,83678.37,47,Performance,AWD,Blue,396,63,20.35,1125.96,4.36,8,2,2021.7,False,1046265,6,0.0421,1.84,76.6
2020,Q4,South America,Model X,516,116659.73,52,Long Range,RWD,Green,453,54,20.75,440.46,3.6,5,3,2020.9,True,1194145,6,0.0157,2.13,64.8
2014,Q1,South America,Model 3,1789,81436.83,13,Standard,AWD,Green,547,32,22.56,3219.78,4.73,8,2,2023.4,False,3972362,7,0.0492,1.98,80.71
